,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster
1271,M,No,58,No,Otros,+20annos,Bajo,1,1966,Generacion X,51532,Gerona,"1,111",30,0,287,0,4
1272,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,22471,Alicante,"3,099",30,1,369,3,0
1273,F,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,100037,Albacete,"0,974",50,0,182,0,1
1274,F,Si,63,Si,Medico,+20annos,Bajo,7,1961,Generacion X,52220,Pontevedra,"1,424",30,0,529,1,4
1275,F,Si,54,No,Ingeniero,+20annos,Bajo,2,1970,Generacion X,120106,La Rioja,"1,482",120,0,126,0,3
1276,F,No,28,No,Artista,<10annos,Bajo,3,1996,Millennials,20792,Leon,"1,098",30,0,393,3,0
1277,F,No,34,Si,Ingeniero,10-20annos,Bajo,1,1990,Millennials,30390,Zamora,"1,79",30,0,211,0,0
1278,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,27276,Caceres,"14,775",30,1,192,0,0
1279,M,No,36,Si,Funcionario,10-20annos,Bajo,5,1988,Millennials,21564,Cuenca,"1,445",30,1,297,0,0
1280,M,No,32,Si,Funcionario,10-20annos,Bajo,6,1992,Millennials,18704,Leon,"0,916",30,1,335,"0,5",0
1281,M,Si,42,Si,Artista,+20annos,Medio,4,1982,Millennials,52548,Gerona,"1,859",30,0,450,3,4
1282,M,Si,68,Si,Ejecutivo,+20annos,Alto,2,1956,Generacion X,42720,Huesca,"1,013",50,0,224,0,4
1283,M,Si,65,No,Ingeniero,+20annos,Bajo,1,1959,Generacion X,125440,Huesca,"1,267",120,0,546,4,3
1284,F,Si,30,Si,Otros,<10annos,Bajo,5,1994,Millennials,22765,Burgos,"0,755",30,0,304,"0,5",0
1285,F,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,74773,Alicante,"0,759",80,1,316,"0,5",2
1286,M,No,65,No,Otros,+20annos,Bajo,3,1959,Generacion X,120501,Sevilla,"0,915",200,0,176,0,3
1287,F,Si,86,No,Construccion,+20annos,Bajo,1,1938,Generacion Silenciosa,98837,Huelva,"0,72",120,1,146,0,1
1288,F,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,86764,Segovia,"1,514",50,0,233,0,1
1289,M,Si,41,Si,Ejecutivo,10-20annos,Alto,4,1983,Millennials,27901,Murcia,"1,859",30,1,220,0,0
1290,M,Si,33,No,Artista,10-20annos,Medio,2,1991,Millennials,30253,Granada,"1,261",30,0,335,"0,5",0
1291,M,Si,47,Si,Otros,+20annos,Medio,2,1977,Generacion X,37949,Navarra,"1,639",50,1,102,0,4
1292,M,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,115415,Soria,"0,755",50,1,206,0,3
1293,F,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,60067,Palencia,"0,663",50,0,76,0,4
1294,F,No,33,No,Ingeniero,10-20annos,Bajo,5,1991,Millennials,28833,Las Palmas,"1,56",30,0,454,3,0
1295,F,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,59329,Ceuta,"1,33",50,0,572,4,4
1296,F,Si,68,Si,Artista,+20annos,Alto,3,1956,Generacion X,109157,Burgos,"0,818",80,1,337,"0,5",3
1297,M,No,24,No,Funcionario,<10annos,Bajo,8,2000,Generacion Z,16723,Ceuta,"14,775",30,0,551,4,0
1298,F,Si,73,Si,Servicios,+20annos,Alto,2,1951,Generacion X,118619,Huelva,"0,994",50,1,272,0,3
1299,M,Si,74,Si,Artista,+20annos,Bajo,1,1950,Generacion X,102618,Alava,"1,619",50,1,172,0,1
1300,M,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,112969,Valencia,"15,215",80,0,107,0,3
1301,M,No,30,No,Funcionario,<10annos,Bajo,3,1994,Millennials,20619,Albacete,"1,261",30,0,396,3,0
1302,M,No,31,Si,Medico,<10annos,Bajo,3,1993,Millennials,22210,Gerona,"1,744",30,1,302,"0,5",0
1303,M,Si,50,Si,Medico,+20annos,Medio,2,1974,Generacion X,35801,Almeria,"1,463",50,1,304,"0,5",0
1304,M,Si,65,Si,Artista,+20annos,Medio,2,1959,Generacion X,116175,Albacete,"0,837",50,0,180,0,3
1305,M,No,21,No,Funcionario,<10annos,Bajo,2,2003,Generacion Z,17538,La Coruña,"2,375",30,0,199,0,0
1306,M,Si,68,Si,Artista,+20annos,Bajo,4,1956,Generacion X,73083,Tarragona,"0,681",80,1,187,0,2
1307,F,No,79,Si,Servicios,+20annos,Bajo,1,1945,Generacion Silenciosa,79156,Burgos,"0,955",50,1,365,0,2
1308,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,21199,Cuenca,"2,064",30,0,185,0,0
1309,F,No,31,Si,Otros,<10annos,Bajo,3,1993,Millennials,20852,Toledo,"1,445",30,1,111,0,0
1310,M,No,28,No,Medico,<10annos,Bajo,4,1996,Millennials,25538,Santa Cruz de Tenerife,"2,858",30,0,207,0,0
1311,M,Si,40,Si,Otros,10-20annos,Bajo,2,1984,Millennials,108269,Tarragona,"1,813",50,1,269,0,3
1312,F,No,36,Si,Funcionario,10-20annos,Bajo,2,1988,Millennials,25546,Pontevedra,"1,491",30,0,139,0,0
1313,M,Si,65,No,Otros,+20annos,Medio,4,1959,Generacion X,65193,Vizcaya,"1,013",30,0,65,0,2
1314,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,13891,La Coruña,"1,581",30,0,588,4,0
1315,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,19474,Zamora,"1,788",30,0,461,3,0
1316,M,Si,30,No,Servicios,<10annos,Medio,6,1994,Millennials,28495,Zaragoza,"1,054",30,0,485,3,0
1317,F,No,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,96491,Santa Cruz de Tenerife,"1,639",50,0,485,1,1
1318,F,Si,81,No,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,126204,Almeria,"1,697",120,0,454,3,3
1319,M,No,29,No,Medico,<10annos,Bajo,1,1995,Millennials,23117,Madrid,"2,099",30,1,170,0,0
1320,M,Si,84,Si,Artista,+20annos,Bajo,1,1940,Generacion Silenciosa,107431,Pontevedra,"0,798",50,0,211,0,3
1321,M,No,45,Si,Artista,+20annos,Bajo,3,1979,Generacion X,105402,Leon,"0,663",30,0,507,4,1
1322,F,No,35,No,Negocios/empresa,10-20annos,Bajo,1,1989,Millennials,22446,Guadalajara,"1,882",30,0,481,3,0
1323,F,Si,33,No,Artista,10-20annos,Medio,2,1991,Millennials,21224,Granada,"1,836",30,1,189,0,0
1324,M,Si,77,No,Servicios,+20annos,Bajo,2,1947,Generacion X,37378,Alava,"0,935",30,0,156,0,4
1325,M,Si,55,Si,Artista,+20annos,Bajo,3,1969,Generacion X,33367,Guipuzcoa,"1,306",30,0,220,0,0
1326,M,Si,43,No,Ejecutivo,+20annos,Alto,4,1981,Millennials,85797,Murcia,"1,031",30,0,431,3,1
1327,F,Si,46,Si,Artista,+20annos,Bajo,2,1978,Generacion X,123477,Burgos,"0,72",50,0,133,0,3
1328,F,Si,44,Si,Artista,+20annos,Bajo,3,1980,Generacion X,117703,Las Palmas,"1,376",30,0,54,0,3
1329,F,Si,43,Si,Construccion,+20annos,Bajo,1,1981,Millennials,27520,Madrid,"1,744",30,0,457,1,0
1330,F,Si,97,Si,Servicios,+20annos,Alto,2,1927,Generacion Silenciosa,106336,Cordoba,"1,697",50,0,543,1,1
1331,F,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,86975,Soria,"1,619",50,0,98,0,1
1332,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,14397,Ceuta,"2,789",30,0,321,"0,5",0
1333,F,Si,50,No,Artista,+20annos,Bajo,1,1974,Generacion X,90589,Palencia,"0,74",120,0,586,4,1
1336,F,No,39,Si,Funcionario,10-20annos,Bajo,1,1985,Millennials,28374,Almeria,"1,974",30,0,296,0,0
1337,M,Si,58,Si,Medico,+20annos,Bajo,3,1966,Generacion X,67875,Barcelona,"0,7",80,0,587,4,2
1338,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,12410,Leon,"2,064",30,0,340,"0,5",0
1340,M,Si,42,No,Artista,+20annos,Medio,3,1982,Millennials,39580,Guadalajara,"1,077",30,1,118,0,4
1341,M,Si,40,Si,Ejecutivo,10-20annos,Medio,3,1984,Millennials,81695,Valencia,"1,629",30,0,261,0,2
1342,M,Si,69,Si,Artista,+20annos,Medio,4,1955,Generacion X,112238,Soria,"0,7",80,1,140,0,3
1343,M,No,34,Si,Artista,10-20annos,Bajo,2,1990,Millennials,24820,Melilla,"1,284",30,1,349,"0,5",0
1344,M,No,28,No,Otros,<10annos,Bajo,1,1996,Millennials,20720,Ceuta,"1,547",30,0,538,4,0
1345,M,Si,57,Si,Otros,+20annos,Bajo,2,1967,Generacion X,124732,Caceres,"1,756",50,1,131,0,3
1346,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,12643,Granada,"2,34",30,0,376,3,0
1347,F,No,39,Si,Funcionario,10-20annos,Bajo,1,1985,Millennials,27755,Alava,"1,629",30,1,183,0,0
1348,F,No,33,No,Funcionario,10-20annos,Bajo,4,1991,Millennials,18885,Gerona,"0,985",30,0,412,3,0
1349,F,Si,65,Si,Artista,+20annos,Medio,5,1959,Generacion X,127573,Palencia,"1,619",200,1,299,0,3
1350,F,No,28,No,Ingeniero,<10annos,Bajo,3,1996,Millennials,22930,Leon,"2,685",30,0,366,3,0
1351,M,Si,85,Si,Servicios,+20annos,Bajo,1,1939,Generacion Silenciosa,39679,Segovia,"1,072",50,0,375,3,4
1352,F,Si,64,Si,Medico,+20annos,Medio,2,1960,Generacion X,69810,Palencia,"0,915",50,0,590,4,2
1353,F,Si,42,Si,Artista,+20annos,Bajo,4,1982,Millennials,79905,Cordoba,"1,353",30,0,482,1,2
1354,M,Si,32,No,Negocios/empresa,10-20annos,Bajo,4,1992,Millennials,25746,Guipuzcoa,"1,767",30,0,365,0,0
1355,M,Si,62,Si,Artista,+20annos,Medio,3,1962,Generacion X,28975,Guadalajara,"0,876",30,0,198,0,0
1356,F,No,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,34107,Madrid,"1,537",30,1,313,"0,5",0
1357,M,Si,54,Si,Medico,+20annos,Medio,4,1970,Generacion X,103002,Castellon,"1,072",80,1,385,3,1
1358,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,125369,Ciudad Real,"1,399",50,0,87,0,3
1360,M,No,31,Si,Medico,<10annos,Bajo,1,1993,Millennials,30947,Zaragoza,"1,376",30,0,216,0,0
1361,F,No,39,No,Ingeniero,10-20annos,Bajo,2,1985,Millennials,20541,Lugo,"1,215",30,0,284,0,0
1362,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,26881,Madrid,"1,788",30,0,181,0,0
1363,F,Si,47,Si,Artista,+20annos,Medio,2,1977,Generacion X,106695,Alicante,"1,658",50,1,241,0,1
1364,M,No,20,No,Funcionario,<10annos,Bajo,1,2004,Generacion Z,18295,La Rioja,"2,271",30,1,341,"0,5",0
1365,M,No,33,No,Medico,10-20annos,Bajo,4,1991,Millennials,20062,Burgos,"2,066",30,0,412,3,0
1366,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,13716,Sevilla,"14,775",30,0,90,0,0
1367,M,Si,92,No,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,31069,Valladolid,"0,583",30,1,261,0,0
1368,F,No,46,Si,Ingeniero,+20annos,Bajo,1,1978,Generacion X,58270,Gerona,"1,737",50,0,450,1,4
1369,M,No,31,Si,Medico,<10annos,Bajo,1,1993,Millennials,30057,Murcia,"1,675",30,0,187,0,0
1370,M,Si,80,Si,Servicios,+20annos,Medio,2,1944,Generacion Silenciosa,128725,Cuenca,"1,013",50,0,108,0,3
1371,F,Si,67,Si,Servicios,+20annos,Alto,4,1957,Generacion X,106369,Murcia,"1,385",80,0,381,1,1
1372,F,Si,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,91400,Las Palmas,"1,248",50,0,285,0,1
1373,M,Si,54,Si,Artista,+20annos,Bajo,2,1970,Generacion X,23036,Lugo,"1,326",30,0,253,0,0
1374,F,Si,92,Si,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,74609,Cordoba,"1,346",50,1,199,0,2
1375,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,18335,Cordoba,"1,995",30,1,381,3,0
1376,F,No,46,Si,Ingeniero,+20annos,Bajo,1,1978,Generacion X,85223,Zamora,"1,091",50,0,84,0,1
1377,F,No,34,No,Medico,10-20annos,Bajo,4,1990,Millennials,27302,Huelva,"0,778",30,0,80,0,0
1378,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,48704,Teruel,"0,935",30,1,317,"0,5",4
1379,M,Si,64,Si,Artista,+20annos,Medio,2,1960,Generacion X,57446,Barcelona,"1,189",50,1,145,0,4
1380,M,Si,79,Si,Artista,+20annos,Alto,5,1945,Generacion Silenciosa,123333,Alava,"1,365",200,0,165,0,3
1381,M,Si,50,Si,Artista,+20annos,Medio,4,1974,Generacion X,49147,Lugo,"1,463",30,0,74,0,4
1382,M,Si,54,Si,Otros,+20annos,Medio,5,1970,Generacion X,122323,Sevilla,"1,248",200,1,152,0,3
1383,F,No,22,No,Negocios/empresa,<10annos,Bajo,3,2002,Generacion Z,15995,Madrid,"2,478",30,0,352,"0,5",0
1384,F,No,34,No,Servicios,10-20annos,Bajo,4,1990,Millennials,20225,Palencia,"1,606",30,0,433,3,0
1385,M,Si,55,Si,Artista,+20annos,Bajo,2,1969,Generacion X,45122,Orense,"0,779",50,0,370,3,4
1386,F,No,72,No,Servicios,+20annos,Bajo,1,1952,Generacion X,39471,Melilla,"1,619",30,0,376,3,4
1387,F,Si,86,Si,Servicios,+20annos,Alto,2,1938,Generacion Silenciosa,106375,Caceres,"1,17",50,0,393,3,1
1388,F,Si,50,Si,Artista,+20annos,Medio,3,1974,Generacion X,46837,Sevilla,"15,215",30,0,594,4,4
1389,M,Si,32,No,Funcionario,10-20annos,Bajo,4,1992,Millennials,25524,Ciudad Real,"2,043",30,1,151,0,0
1390,M,No,28,No,Funcionario,<10annos,Bajo,3,1996,Millennials,27928,Alicante,"12,705",30,1,326,"0,5",0
1391,F,Si,68,No,Medico,+20annos,Medio,5,1956,Generacion X,70584,Madrid,"0,642",30,0,225,0,2
1392,F,No,31,Si,Funcionario,<10annos,Bajo,1,1993,Millennials,20390,Guipuzcoa,"1,238",30,1,152,0,0
1393,F,Si,54,No,Ingeniero,+20annos,Bajo,1,1970,Generacion X,30455,Avila,"1,737",30,0,258,0,0
1394,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,25365,La Rioja,"1,33",30,0,380,3,0
1395,M,No,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,24282,Albacete,"0,642",30,0,385,3,0
1396,M,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,27417,Madrid,"1,374",30,0,230,0,0
1397,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,13395,Alicante,"2,409",30,1,192,0,0
1398,M,Si,29,Si,Artista,<10annos,Medio,2,1995,Millennials,18182,Caceres,"1,926",30,0,51,0,0
1399,M,Si,56,No,Ejecutivo,+20annos,Bajo,4,1968,Generacion X,59945,Cuenca,"1,052",30,0,87,0,4
1400,M,Si,30,No,Ejecutivo,<10annos,Alto,3,1994,Millennials,20116,Salamanca,"1,077",30,0,249,0,0
1401,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,13867,Lugo,"13,395",30,0,249,0,0
1402,M,Si,68,Si,Otros,+20annos,Bajo,1,1956,Generacion X,82338,Jaen,"1,189",50,0,393,3,2
1403,F,Si,69,No,Ingeniero,+20annos,Medio,8,1955,Generacion X,64329,Leon,"0,74",30,0,225,0,2
1404,M,No,58,Si,Medico,+20annos,Bajo,1,1966,Generacion X,47767,Madrid,"0,681",50,0,182,0,4
1405,M,No,31,No,Medico,<10annos,Bajo,3,1993,Millennials,25846,Malaga,"0,985",30,0,73,0,0
1406,F,No,36,Si,Ingeniero,10-20annos,Bajo,3,1988,Millennials,27415,Cuenca,"1,353",30,0,433,1,0
1407,F,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,88776,Guadalajara,"1,072",50,0,394,3,1
1408,M,Si,67,Si,Otros,+20annos,Medio,2,1957,Generacion X,71508,Alava,"1,189",50,1,338,"0,5",2
1410,M,No,46,No,Ejecutivo,+20annos,Bajo,3,1978,Generacion X,60220,Navarra,"0,74",30,0,51,0,4
1411,M,Si,57,Si,Ejecutivo,+20annos,Alto,4,1967,Generacion X,122965,Madrid,"0,681",80,1,344,"0,5",3
1412,F,Si,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,127661,Avila,"0,779",50,0,476,3,3
1413,F,No,54,No,Otros,+20annos,Bajo,2,1970,Generacion X,27604,Guipuzcoa,"1,541",30,0,193,0,0
1414,M,Si,56,Si,Ingeniero,+20annos,Bajo,2,1968,Generacion X,64971,Almeria,"1,678",50,1,373,3,2
1415,M,Si,32,No,Funcionario,10-20annos,Medio,4,1992,Millennials,30451,Gerona,"1,951",30,0,126,0,0
1416,M,Si,58,Si,Funcionario,+20annos,Alto,2,1966,Generacion X,26674,Almeria,"1,717",30,0,494,1,0
1417,M,Si,44,Si,Servicios,+20annos,Bajo,1,1980,Generacion X,44404,Pontevedra,"1,054",50,0,37,0,4
1418,F,No,28,Si,Funcionario,<10annos,Bajo,4,1996,Millennials,30673,Guipuzcoa,"1,788",30,0,189,0,0
1419,F,Si,32,No,Ingeniero,10-20annos,Medio,2,1992,Millennials,18353,Cadiz,"1,928",30,0,588,4,0
1420,M,Si,66,Si,Ejecutivo,+20annos,Medio,5,1958,Generacion X,81281,Badajoz,"1,717",30,0,41,0,2
1421,F,No,28,Si,Funcionario,<10annos,Bajo,3,1996,Millennials,19975,La Coruña,"1,098",30,0,127,0,0
1422,M,Si,61,Si,Ejecutivo,+20annos,Alto,2,1963,Generacion X,44683,Barcelona,"1,424",50,0,287,0,4
1423,M,Si,73,Si,Ejecutivo,+20annos,Alto,2,1951,Generacion X,47132,Alava,"0,603",50,0,228,0,4
1424,M,No,30,Si,Artista,<10annos,Bajo,6,1994,Millennials,20694,Zaragoza,"1,905",30,0,379,3,0
1425,M,Si,56,No,Otros,+20annos,Medio,4,1968,Generacion X,70162,Valladolid,"1,013",30,0,100,0,2
1426,M,Si,39,No,Artista,10-20annos,Bajo,2,1985,Millennials,24020,Albacete,"1,974",30,0,505,4,0
1427,M,Si,72,Si,Ejecutivo,+20annos,Bajo,2,1952,Generacion X,33264,Soria,"1,424",30,0,298,0,0
1428,F,No,22,No,Medico,<10annos,Bajo,4,2002,Generacion Z,13333,Lugo,"2,996",30,0,554,4,0
1429,M,No,35,Si,Negocios/empresa,10-20annos,Bajo,5,1989,Millennials,22049,Lugo,"1,583",30,1,215,0,0
1430,F,Si,87,Si,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,35720,Huesca,"1,561",50,1,233,0,0
1431,F,No,23,No,Medico,<10annos,Bajo,3,2001,Generacion Z,23541,Valencia,"2,754",30,1,166,0,0
1432,M,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,79290,Ciudad Real,"1,146",50,0,418,3,2
1433,F,Si,77,Si,Artista,+20annos,Medio,2,1947,Generacion X,42214,Guipuzcoa,"1,189",50,1,332,"0,5",4
1434,F,No,31,Si,Funcionario,<10annos,Bajo,3,1993,Millennials,21787,Valladolid,"0,778",30,0,138,0,0
1435,M,No,28,Si,Artista,<10annos,Bajo,1,1996,Millennials,19546,Pontevedra,"1,995",30,1,269,0,0
1436,F,Si,40,No,Otros,10-20annos,Bajo,2,1984,Millennials,115568,Cadiz,"1,721",120,0,362,"0,5",3
1437,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,20089,Melilla,"2,064",30,0,585,4,0
1438,M,Si,54,No,Artista,+20annos,Bajo,2,1970,Generacion X,58295,Orense,"1,541",30,0,599,4,4
1439,F,No,31,Si,Artista,<10annos,Bajo,2,1993,Millennials,22847,Navarra,"0,847",30,0,553,4,0
1440,F,Si,54,Si,Artista,+20annos,Medio,6,1970,Generacion X,83506,Burgos,"1,678",30,1,188,0,2
1441,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,13156,La Rioja,"1,512",30,0,300,0,0
1442,F,Si,51,No,Ingeniero,+20annos,Medio,5,1973,Generacion X,85518,Ciudad Real,"1,072",30,0,237,0,1
1443,M,Si,52,No,Servicios,+20annos,Bajo,2,1972,Generacion X,53970,Castellon,"11,305",30,0,229,0,4
1444,F,No,35,No,Negocios/empresa,10-20annos,Bajo,1,1989,Millennials,29082,Cadiz,"1,652",30,0,106,0,0
1445,M,Si,52,Si,Artista,+20annos,Medio,2,1972,Generacion X,105530,Las Palmas,"1,287",50,0,591,4,1
1446,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,58158,Alicante,"0,74",80,0,222,0,4
1447,M,No,31,No,Funcionario,<10annos,Bajo,9,1993,Millennials,23760,Almeria,"0,755",30,0,141,0,0
1448,M,Si,64,Si,Artista,+20annos,Medio,3,1960,Generacion X,111461,Cuenca,"0,837",80,0,493,3,3
1449,F,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,18220,Las Palmas,"12,705",30,0,296,0,0
1450,M,Si,58,Si,Artista,+20annos,Medio,2,1966,Generacion X,63871,Soria,"0,857",50,0,53,0,2
1451,F,Si,74,Si,Artista,+20annos,Medio,3,1950,Generacion X,90467,Soria,"1,287",80,0,369,3,1
1452,M,No,29,Si,Funcionario,<10annos,Bajo,5,1995,Millennials,30342,Valencia,"1,754",30,0,411,3,0
1453,F,No,29,No,Artista,<10annos,Bajo,3,1995,Millennials,19430,La Coruña,"1,512",30,0,454,3,0
1454,M,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,56054,La Rioja,"0,847",50,0,122,0,4
1455,M,No,28,Si,Funcionario,<10annos,Bajo,3,1996,Millennials,21608,Melilla,"1,857",30,1,142,0,0
1456,M,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,92460,Santa Cruz de Tenerife,"0,824",50,0,459,3,1
1457,M,Si,50,Si,Ejecutivo,+20annos,Alto,3,1974,Generacion X,127020,Guadalajara,"1,385",80,1,124,0,3
1458,F,Si,52,Si,Artista,+20annos,Medio,2,1972,Generacion X,37559,Baleares,"0,935",50,0,517,4,4
1459,M,Si,30,No,Otros,<10annos,Medio,3,1994,Millennials,24299,Huesca,"1,974",30,1,232,0,0
1460,M,Si,55,Si,Otros,+20annos,Bajo,4,1969,Generacion X,123249,Leon,"1,482",80,0,165,0,3
1461,M,Si,56,No,Artista,+20annos,Medio,2,1968,Generacion X,94337,Jaen,"1,697",120,1,183,0,1
1463,F,No,43,Si,Ingeniero,+20annos,Bajo,1,1981,Millennials,52847,Cordoba,"0,709",50,1,139,0,4
1464,M,Si,66,No,Otros,+20annos,Medio,3,1958,Generacion X,48952,Castellon,"0,74",30,0,151,0,4
1465,M,Si,43,No,Artista,+20annos,Medio,6,1981,Millennials,100722,Las Palmas,"0,709",30,1,297,0,1
1466,F,Si,72,Si,Ingeniero,+20annos,Bajo,1,1952,Generacion X,21744,Vizcaya,"1,287",30,0,389,1,0
1467,F,Si,47,Si,Negocios/empresa,+20annos,Bajo,1,1977,Generacion X,64253,Cordoba,"1,678",50,0,196,0,2
1468,F,Si,64,Si,Artista,+20annos,Medio,6,1960,Generacion X,68765,Valencia,"1,072",30,0,245,0,2
1469,F,Si,34,No,Negocios/empresa,10-20annos,Bajo,2,1990,Millennials,31157,Pontevedra,"0,893",30,0,154,0,0
1470,F,Si,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,60319,Cordoba,"1,215",50,0,399,3,4
1471,F,No,30,Si,Artista,<10annos,Bajo,3,1994,Millennials,22720,Sevilla,"2,043",30,1,291,0,0
1472,F,Si,64,Si,Artista,+20annos,Medio,2,1960,Generacion X,59882,Sevilla,"11,305",50,0,177,0,4
1473,M,Si,68,Si,Artista,+20annos,Alto,2,1956,Generacion X,65592,Sevilla,"1,111",50,1,221,0,2
1474,M,No,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,63867,Zamora,"1,248",50,0,194,0,2
1475,M,Si,63,Si,Ejecutivo,+20annos,Alto,2,1961,Generacion X,48562,Orense,"1,658",50,0,439,1,4
1476,M,Si,46,Si,Artista,+20annos,Medio,5,1978,Generacion X,25552,Cuenca,"1,737",30,0,367,3,0
1477,F,Si,75,Si,Servicios,+20annos,Alto,2,1949,Generacion X,73602,Albacete,"0,974",50,0,425,3,2
1478,M,Si,42,Si,Ingeniero,+20annos,Medio,4,1982,Millennials,100066,Barcelona,"0,893",30,0,63,0,1
1479,M,Si,34,No,Ejecutivo,10-20annos,Medio,3,1990,Millennials,26050,Cadiz,"1,997",30,0,319,"0,5",0
1480,F,Si,56,No,Ingeniero,+20annos,Bajo,4,1968,Generacion X,29841,Huesca,"1,463",30,0,357,"0,5",0
1481,M,Si,65,Si,Artista,+20annos,Medio,4,1959,Generacion X,80893,Gerona,"1,385",80,0,250,0,2
1482,M,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,96107,Cuenca,"0,87",50,0,412,3,1
1483,M,Si,35,No,Servicios,10-20annos,Medio,3,1989,Millennials,20333,Sevilla,"1,629",30,0,286,0,0
1484,M,No,28,Si,Medico,<10annos,Bajo,2,1996,Millennials,31928,Santa Cruz de Tenerife,"1,616",30,0,46,0,0
1485,M,Si,53,Si,Otros,+20annos,Bajo,1,1971,Generacion X,62614,Valencia,"1,365",50,0,417,1,2
1487,F,Si,77,Si,Artista,+20annos,Medio,2,1947,Generacion X,106298,Jaen,"1,561",50,0,247,0,1
1488,F,Si,46,No,Negocios/empresa,+20annos,Bajo,3,1978,Generacion X,60044,Avila,"1,209",30,0,331,"0,5",4
1489,M,No,29,No,Artista,<10annos,Bajo,2,1995,Millennials,31409,Baleares,"1,547",30,1,362,"0,5",0
1490,M,No,28,Si,Artista,<10annos,Bajo,4,1996,Millennials,20401,La Rioja,"13,395",30,0,102,0,0
1491,F,No,40,Si,Artista,10-20annos,Bajo,3,1984,Millennials,21662,Jaen,"1,836",30,0,301,"0,5",0
1492,M,No,46,No,Medico,+20annos,Bajo,1,1978,Generacion X,71197,Segovia,"1,326",30,1,356,"0,5",2
1493,F,No,39,Si,Artista,10-20annos,Bajo,7,1985,Millennials,27542,Badajoz,"1,238",30,0,268,0,0
1494,F,Si,24,No,Ingeniero,<10annos,Medio,2,2000,Generacion Z,18385,Caceres,"2,409",30,0,274,0,0
1495,F,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,29329,Badajoz,"0,801",30,0,461,3,0
1496,M,Si,52,Si,Artista,+20annos,Medio,3,1972,Generacion X,124001,Valladolid,"1,013",80,0,558,4,3
1497,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,14849,La Rioja,"2,685",30,0,130,0,0
1498,M,Si,40,Si,Otros,10-20annos,Bajo,2,1984,Millennials,125474,Almeria,"1,698",50,0,484,1,3
1499,F,No,31,Si,Medico,<10annos,Bajo,3,1993,Millennials,20530,Palencia,"1,445",30,1,356,"0,5",0
1500,M,Si,57,No,Medico,+20annos,Medio,4,1967,Generacion X,67186,Ceuta,"1,306",30,0,80,0,2
